data,val_stim,poi
2022-11-29 00:00:00,14.0,61
2022-11-29 00:00:00,9.0,62
2022-11-29 00:00:00,9.0,63
2022-11-29 00:00:00,11.0,71
2022-11-29 00:00:00,3.5,75
2022-11-29 00:00:00,6.0,76
2022-11-29 00:00:00,4.0,202
2022-11-29 08:00:00,17.0,42
2022-11-29 08:00:00,284.5,49
2022-11-29 08:00:00,5.5,52
2022-11-29 08:00:00,6.5,54
2022-11-29 08:00:00,11.5,58
2022-11-29 08:00:00,24.5,59
2022-11-29 08:00:00,14.0,61
2022-11-29 08:00:00,9.0,62
2022-11-29 08:00:00,9.0,63
2022-11-29 08:00:00,11.0,71
2022-11-29 08:00:00,3.5,75
2022-11-29 08:00:00,6.0,76
2022-11-29 08:00:00,4.0,202
2022-11-29 12:00:00,110.5,42
2022-11-29 12:00:00,79.0,49
2022-11-29 12:00:00,171.0,52
2022-11-29 12:00:00,187.0,54
2022-11-29 12:00:00,11.5,58
2022-11-29 12:00:00,46.0,59
2022-11-29 12:00:00,37.5,61
2022-11-29 12:00:00,9.0,62
2022-11-29 12:00:00,9.0,63
2022-11-29 12:00:00,11.0,71
2022-11-29 12:00:00,3.5,75
2022-11-29 12:00:00,6.0,76
2022-11-29 12:00:00,4.0,202
2022-11-29 16:00:00,30.0,42
2022-11-29 16:00:00,43.5,49
2022-11-29 16:00:00,17.0,52
2022-11-29 16:00:00,187.0,54
2022-11-29 16:00:00,11.5,58
2022-11-29 16:00:00,24.5,59
2022-11-29 16:00:00,14.0,61
2022-11-29 16:00:00,9.0,62
2022-11-29 16:00:00,9.0,63
2022-11-29 16:00:00,11.0,71
2022-11-29 16:00:00,3.5,75
2022-11-29 16:00:00,6.0,76
2022-11-29 16:00:00,4.0,202
2022-11-30 00:00:00,17.0,42
2022-11-30 00:00:00,284.5,49
2022-11-30 00:00:00,5.5,52
2022-11-30 00:00:00,6.5,54
2022-11-30 00:00:00,11.5,58
2022-11-30 00:00:00,8.5,59
2022-11-30 00:00:00,14.0,61
2022-11-30 00:00:00,9.0,62
2022-11-30 00:00:00,9.0,63
2022-11-30 00:00:00,11.0,71
2022-11-30 00:00:00,3.5,75
2022-11-30 00:00:00,6.0,76
2022-11-30 00:00:00,4.0,202
2022-11-30 08:00:00,30.0,42
2022-11-30 08:00:00,284.5,49
2022-11-30 08:00:00,17.0,52
2022-11-30 08:00:00,19.5,54
2022-11-30 08:00:00,11.5,58
2022-11-30 08:00:00,24.5,59
2022-11-30 08:00:00,14.0,61
2022-11-30 08:00:00,9.0,62
2022-11-30 08:00:00,9.0,63
2022-11-30 08:00:00,11.0,71
2022-11-30 08:00:00,3.5,75
2022-11-30 08:00:00,6.0,76
2022-11-30 08:00:00,4.0,202
2022-11-30 12:00:00,110.5,42
2022-11-30 12:00:00,284.5,49
2022-11-30 12:00:00,171.0,52
2022-11-30 12:00:00,187.0,54
2022-11-30 12:00:00,11.5,58
2022-11-30 12:00:00,188.5,59
2022-11-30 12:00:00,37.5,61
2022-11-30 12:00:00,9.0,62
2022-11-30 12:00:00,9.0,63
2022-11-30 12:00:00,11.0,71
2022-11-30 12:00:00,3.5,75
2022-11-30 12:00:00,6.0,76
2022-11-30 12:00:00,4.0,202
2022-11-30 16:00:00,30.0,42
2022-11-30 16:00:00,43.5,49
2022-11-30 16:00:00,17.0,52
2022-11-30 16:00:00,187.0,54
2022-11-30 16:00:00,11.5,58
2022-11-30 16:00:00,24.5,59
2022-11-30 16:00:00,14.0,61
2022-11-30 16:00:00,9.0,62
2022-11-30 16:00:00,9.0,63
2022-11-30 16:00:00,11.0,71
2022-11-30 16:00:00,3.5,75
2022-11-30 16:00:00,6.0,76
2022-11-30 16:00:00,4.0,202
2022-12-01 00:00:00,6.0,42
2022-12-01 00:00:00,43.5,49
2022-12-01 00:00:00,5.5,52
2022-12-01 00:00:00,6.5,54
2022-12-01 00:00:00,11.5,58
2022-12-01 00:00:00,8.5,59
2022-12-01 00:00:00,14.0,61
2022-12-01 00:00:00,9.0,62
2022-12-01 00:00:00,9.0,63
2022-12-01 00:00:00,11.0,71
2022-12-01 00:00:00,3.5,75
2022-12-01 00:00:00,6.0,76
2022-12-01 00:00:00,4.0,202
2022-12-01 08:00:00,17.0,42
2022-12-01 08:00:00,79.0,49
2022-12-01 08:00:00,17.0,52
2022-12-01 08:00:00,6.5,54
2022-12-01 08:00:00,11.5,58
2022-12-01 08:00:00,8.5,59
2022-12-01 08:00:00,37.5,61
2022-12-01 08:00:00,9.0,62
2022-12-01 08:00:00,9.0,63
2022-12-01 08:00:00,30.0,71
2022-12-01 08:00:00,3.5,75
2022-12-01 08:00:00,6.0,76
2022-12-01 08:00:00,4.0,202
2022-12-01 12:00:00,17.0,42
2022-12-01 12:00:00,79.0,49
2022-12-01 12:00:00,171.0,52
2022-12-01 12:00:00,187.0,54
2022-12-01 12:00:00,11.5,58
2022-12-01 12:00:00,24.5,59
2022-12-01 12:00:00,37.5,61
2022-12-01 12:00:00,16.0,62
2022-12-01 12:00:00,9.0,63
2022-12-01 12:00:00,30.0,71
2022-12-01 12:00:00,3.5,75
2022-12-01 12:00:00,6.0,76
2022-12-01 12:00:00,10.5,202
2022-12-01 16:00:00,17.0,42
2022-12-01 16:00:00,14.0,49
2022-12-01 16:00:00,17.0,52
2022-12-01 16:00:00,19.5,54
2022-12-01 16:00:00,11.5,58
2022-12-01 16:00:00,8.5,59
2022-12-01 16:00:00,37.5,61
2022-12-01 16:00:00,9.0,62
2022-12-01 16:00:00,9.0,63
2022-12-01 16:00:00,11.0,71
2022-12-01 16:00:00,3.5,75
2022-12-01 16:00:00,2.0,76
2022-12-01 16:00:00,10.5,202
2022-12-02 00:00:00,6.0,42
2022-12-02 00:00:00,79.0,49
2022-12-02 00:00:00,5.5,52
2022-12-02 00:00:00,6.5,54
2022-12-02 00:00:00,11.5,58
2022-12-02 00:00:00,8.5,59
2022-12-02 00:00:00,14.0,61
2022-12-02 00:00:00,9.0,62
2022-12-02 00:00:00,9.0,63
2022-12-02 00:00:00,11.0,71
2022-12-02 00:00:00,3.5,75
2022-12-02 00:00:00,6.0,76
2022-12-02 00:00:00,4.0,202
2022-12-02 08:00:00,17.0,42
2022-12-02 08:00:00,79.0,49
2022-12-02 08:00:00,17.0,52
2022-12-02 08:00:00,6.5,54
2022-12-02 08:00:00,11.5,58
2022-12-02 08:00:00,8.5,59
2022-12-02 08:00:00,37.5,61
2022-12-02 08:00:00,9.0,62
2022-12-02 08:00:00,9.0,63
2022-12-02 08:00:00,30.0,71
2022-12-02 08:00:00,3.5,75
2022-12-02 08:00:00,6.0,76
2022-12-02 08:00:00,10.5,202
2022-12-02 12:00:00,30.0,42
2022-12-02 12:00:00,79.0,49
2022-12-02 12:00:00,171.0,52
2022-12-02 12:00:00,187.0,54
2022-12-02 12:00:00,11.5,58
2022-12-02 12:00:00,24.5,59
2022-12-02 12:00:00,37.5,61
2022-12-02 12:00:00,16.0,62
2022-12-02 12:00:00,9.0,63
2022-12-02 12:00:00,48.0,71
2022-12-02 12:00:00,3.5,75
2022-12-02 12:00:00,6.0,76
2022-12-02 12:00:00,10.5,202
2022-12-02 16:00:00,17.0,42
2022-12-02 16:00:00,14.0,49
2022-12-02 16:00:00,17.0,52
2022-12-02 16:00:00,19.5,54
2022-12-02 16:00:00,11.5,58
2022-12-02 16:00:00,8.5,59
2022-12-02 16:00:00,37.5,61
2022-12-02 16:00:00,9.0,62
2022-12-02 16:00:00,9.0,63
2022-12-02 16:00:00,30.0,71
2022-12-02 16:00:00,3.5,75
2022-12-02 16:00:00,6.0,76
2022-12-02 16:00:00,10.5,202
2022-12-03 00:00:00,17.0,42
2022-12-03 00:00:00,284.5,49
2022-12-03 00:00:00,17.0,52
2022-12-03 00:00:00,6.5,54
2022-12-03 00:00:00,11.5,58
2022-12-03 00:00:00,24.5,59
2022-12-03 00:00:00,63.5,61
2022-12-03 00:00:00,16.0,62
2022-12-03 00:00:00,16.0,63
2022-12-03 00:00:00,152.5,71
2022-12-03 00:00:00,3.5,75
2022-12-03 00:00:00,48.5,76
2022-12-03 00:00:00,17.0,202
2022-12-03 08:00:00,17.0,42
2022-12-03 08:00:00,284.5,49
2022-12-03 08:00:00,35.5,52
2022-12-03 08:00:00,6.5,54
2022-12-03 08:00:00,11.5,58
2022-12-03 08:00:00,46.0,59
2022-12-03 08:00:00,63.5,61
2022-12-03 08:00:00,16.0,62
2022-12-03 08:00:00,16.0,63
2022-12-03 08:00:00,152.5,71
2022-12-03 08:00:00,3.5,75
2022-12-03 08:00:00,6.0,76
2022-12-03 08:00:00,70.5,202
2022-12-03 12:00:00,30.0,42
2022-12-03 12:00:00,79.0,49
2022-12-03 12:00:00,171.0,52
2022-12-03 12:00:00,187.0,54
2022-12-03 12:00:00,11.5,58
2022-12-03 12:00:00,46.0,59
2022-12-03 12:00:00,63.5,61
2022-12-03 12:00:00,69.5,62
2022-12-03 12:00:00,9.0,63
2022-12-03 12:00:00,152.5,71
2022-12-03 12:00:00,3.5,75
2022-12-03 12:00:00,6.0,76
2022-12-03 12:00:00,70.5,202
2022-12-03 16:00:00,30.0,42
2022-12-03 16:00:00,79.0,49
2022-12-03 16:00:00,35.5,52
2022-12-03 16:00:00,19.5,54
2022-12-03 16:00:00,11.5,58
2022-12-03 16:00:00,24.5,59
2022-12-03 16:00:00,63.5,61
2022-12-03 16:00:00,9.0,62
2022-12-03 16:00:00,9.0,63
2022-12-03 16:00:00,152.5,71
2022-12-03 16:00:00,3.5,75
2022-12-03 16:00:00,6.0,76
2022-12-03 16:00:00,70.5,202
2022-12-04 00:00:00,17.0,42
2022-12-04 00:00:00,284.5,49
2022-12-04 00:00:00,5.5,52
2022-12-04 00:00:00,6.5,54
2022-12-04 00:00:00,11.5,58
2022-12-04 00:00:00,8.5,59
2022-12-04 00:00:00,37.5,61
2022-12-04 00:00:00,16.0,62
2022-12-04 00:00:00,16.0,63
2022-12-04 00:00:00,152.5,71
2022-12-04 00:00:00,3.5,75
2022-12-04 00:00:00,48.5,76
2022-12-04 00:00:00,70.5,202
2022-12-04 08:00:00,17.0,42
2022-12-04 08:00:00,284.5,49
2022-12-04 08:00:00,17.0,52
2022-12-04 08:00:00,6.5,54
2022-12-04 08:00:00,11.5,58
2022-12-04 08:00:00,24.5,59
2022-12-04 08:00:00,37.5,61
2022-12-04 08:00:00,16.0,62
2022-12-04 08:00:00,9.0,63
2022-12-04 08:00:00,152.5,71
2022-12-04 08:00:00,3.5,75
2022-12-04 08:00:00,6.0,76
2022-12-04 08:00:00,70.5,202
2022-12-04 12:00:00,30.0,42
2022-12-04 12:00:00,79.0,49
2022-12-04 12:00:00,171.0,52
2022-12-04 12:00:00,187.0,54
2022-12-04 12:00:00,22.5,58
2022-12-04 12:00:00,46.0,59
2022-12-04 12:00:00,37.5,61
2022-12-04 12:00:00,69.5,62
2022-12-04 12:00:00,16.0,63
2022-12-04 12:00:00,152.5,71
2022-12-04 12:00:00,3.5,75
2022-12-04 12:00:00,6.0,76
2022-12-04 12:00:00,70.5,202
2022-12-04 16:00:00,17.0,42
2022-12-04 16:00:00,43.5,49
2022-12-04 16:00:00,35.5,52
2022-12-04 16:00:00,19.5,54
2022-12-04 16:00:00,22.5,58
2022-12-04 16:00:00,46.0,59
2022-12-04 16:00:00,37.5,61
2022-12-04 16:00:00,9.0,62
2022-12-04 16:00:00,9.0,63
2022-12-04 16:00:00,152.5,71
2022-12-04 16:00:00,3.5,75
2022-12-04 16:00:00,6.0,76
2022-12-04 16:00:00,70.5,202
2022-12-05 00:00:00,6.0,42
2022-12-05 00:00:00,79.0,49
2022-12-05 00:00:00,5.5,52
2022-12-05 00:00:00,6.5,54
2022-12-05 00:00:00,11.5,58
2022-12-05 00:00:00,8.5,59
2022-12-05 00:00:00,14.0,61
2022-12-05 00:00:00,9.0,62
2022-12-05 00:00:00,9.0,63
2022-12-05 00:00:00,11.0,71
2022-12-05 00:00:00,3.5,75
2022-12-05 00:00:00,6.0,76
2022-12-05 00:00:00,4.0,202
2022-12-05 08:00:00,17.0,42
2022-12-05 08:00:00,79.0,49
2022-12-05 08:00:00,5.5,52
2022-12-05 08:00:00,6.5,54
2022-12-05 08:00:00,11.5,58
2022-12-05 08:00:00,8.5,59
2022-12-05 08:00:00,14.0,61
2022-12-05 08:00:00,9.0,62
2022-12-05 08:00:00,9.0,63
2022-12-05 08:00:00,11.0,71
2022-12-05 08:00:00,3.5,75
2022-12-05 08:00:00,6.0,76
2022-12-05 08:00:00,4.0,202
2022-12-05 12:00:00,17.0,42
2022-12-05 12:00:00,79.0,49
2022-12-05 12:00:00,35.5,52
2022-12-05 12:00:00,187.0,54
2022-12-05 12:00:00,11.5,58
2022-12-05 12:00:00,8.5,59
2022-12-05 12:00:00,14.0,61
2022-12-05 12:00:00,9.0,62
2022-12-05 12:00:00,9.0,63
2022-12-05 12:00:00,11.0,71
2022-12-05 12:00:00,3.5,75
2022-12-05 12:00:00,6.0,76
2022-12-05 12:00:00,4.0,202
2022-12-05 16:00:00,17.0,42
2022-12-05 16:00:00,14.0,49
2022-12-05 16:00:00,5.5,52
2022-12-05 16:00:00,19.5,54
2022-12-05 16:00:00,11.5,58
2022-12-05 16:00:00,8.5,59
2022-12-05 16:00:00,14.0,61
2022-12-05 16:00:00,9.0,62
2022-12-05 16:00:00,9.0,63
2022-12-05 16:00:00,11.0,71
2022-12-05 16:00:00,3.5,75
2022-12-05 16:00:00,6.0,76
2022-12-05 16:00:00,4.0,202
2022-12-06 00:00:00,6.0,42
2022-12-06 00:00:00,43.5,49
2022-12-06 00:00:00,5.5,52
2022-12-06 00:00:00,6.5,54
2022-12-06 00:00:00,4.0,58
2022-12-06 00:00:00,8.5,59
2022-12-06 00:00:00,14.0,61
2022-12-06 00:00:00,9.0,62
2022-12-06 00:00:00,9.0,63
2022-12-06 00:00:00,11.0,71
2022-12-06 00:00:00,3.5,75
2022-12-06 00:00:00,6.0,76
2022-12-06 00:00:00,4.0,202
2022-12-06 08:00:00,17.0,42
2022-12-06 08:00:00,79.0,49
2022-12-06 08:00:00,5.5,52
2022-12-06 08:00:00,6.5,54
2022-12-06 08:00:00,11.5,58
2022-12-06 08:00:00,8.5,59
2022-12-06 08:00:00,14.0,61
2022-12-06 08:00:00,9.0,62
2022-12-06 08:00:00,9.0,63
2022-12-06 08:00:00,11.0,71
2022-12-06 08:00:00,3.5,75
2022-12-06 08:00:00,6.0,76
2022-12-06 08:00:00,4.0,202
2022-12-06 12:00:00,17.0,42
2022-12-06 12:00:00,43.5,49
2022-12-06 12:00:00,171.0,52
2022-12-06 12:00:00,187.0,54
2022-12-06 12:00:00,11.5,58
2022-12-06 12:00:00,24.5,59
2022-12-06 12:00:00,14.0,61
2022-12-06 12:00:00,9.0,62
2022-12-06 12:00:00,9.0,63
2022-12-06 12:00:00,11.0,71
2022-12-06 12:00:00,3.5,75
2022-12-06 12:00:00,6.0,76
2022-12-06 12:00:00,4.0,202
2022-12-06 16:00:00,17.0,42
2022-12-06 16:00:00,14.0,49
2022-12-06 16:00:00,5.5,52
2022-12-06 16:00:00,19.5,54
2022-12-06 16:00:00,11.5,58
2022-12-06 16:00:00,8.5,59
2022-12-06 16:00:00,14.0,61
2022-12-06 16:00:00,9.0,62
2022-12-06 16:00:00,9.0,63
2022-12-06 16:00:00,11.0,71
2022-12-06 16:00:00,3.5,75
2022-12-06 16:00:00,2.0,76
2022-12-06 16:00:00,4.0,202
2022-12-07 00:00:00,6.0,42
2022-12-07 00:00:00,43.5,49
2022-12-07 00:00:00,5.5,52
2022-12-07 00:00:00,6.5,54
2022-12-07 00:00:00,4.0,58
2022-12-07 00:00:00,8.5,59
2022-12-07 00:00:00,14.0,61
2022-12-07 00:00:00,9.0,62
2022-12-07 00:00:00,9.0,63
2022-12-07 00:00:00,11.0,71
2022-12-07 00:00:00,3.5,75
2022-12-07 00:00:00,6.0,76
2022-12-07 00:00:00,4.0,202
2022-12-07 08:00:00,17.0,42
2022-12-07 08:00:00,79.0,49
2022-12-07 08:00:00,5.5,52
2022-12-07 08:00:00,6.5,54
2022-12-07 08:00:00,11.5,58
2022-12-07 08:00:00,8.5,59
2022-12-07 08:00:00,14.0,61
2022-12-07 08:00:00,9.0,62
2022-12-07 08:00:00,9.0,63
2022-12-07 08:00:00,11.0,71
2022-12-07 08:00:00,3.5,75
2022-12-07 08:00:00,6.0,76
2022-12-07 08:00:00,4.0,202
2022-12-07 12:00:00,17.0,42
2022-12-07 12:00:00,43.5,49
2022-12-07 12:00:00,171.0,52
2022-12-07 12:00:00,187.0,54
2022-12-07 12:00:00,11.5,58
2022-12-07 12:00:00,24.5,59
2022-12-07 12:00:00,14.0,61
2022-12-07 12:00:00,9.0,62
2022-12-07 12:00:00,9.0,63
2022-12-07 12:00:00,11.0,71
2022-12-07 12:00:00,3.5,75
2022-12-07 12:00:00,6.0,76
2022-12-07 12:00:00,4.0,202
2022-12-07 16:00:00,17.0,42
2022-12-07 16:00:00,14.0,49
2022-12-07 16:00:00,5.5,52
2022-12-07 16:00:00,19.5,54
2022-12-07 16:00:00,11.5,58
2022-12-07 16:00:00,8.5,59
2022-12-07 16:00:00,14.0,61
2022-12-07 16:00:00,9.0,62
2022-12-07 16:00:00,9.0,63
2022-12-07 16:00:00,11.0,71
2022-12-07 16:00:00,3.5,75
2022-12-07 16:00:00,2.0,76
2022-12-07 16:00:00,4.0,202
2022-12-08 00:00:00,17.0,42
2022-12-08 00:00:00,284.5,49
2022-12-08 00:00:00,35.5,52
2022-12-08 00:00:00,19.5,54
2022-12-08 00:00:00,11.5,58
2022-12-08 00:00:00,24.5,59
2022-12-08 00:00:00,37.5,61
2022-12-08 00:00:00,9.0,62
2022-12-08 00:00:00,9.0,63
2022-12-08 00:00:00,48.0,71
2022-12-08 00:00:00,3.5,75
2022-12-08 00:00:00,48.5,76
2022-12-08 00:00:00,4.0,202
2022-12-08 08:00:00,17.0,42
2022-12-08 08:00:00,284.5,49
2022-12-08 08:00:00,17.0,52
2022-12-08 08:00:00,19.5,54
2022-12-08 08:00:00,11.5,58
2022-12-08 08:00:00,46.0,59
2022-12-08 08:00:00,216.0,61
2022-12-08 08:00:00,16.0,62
2022-12-08 08:00:00,9.0,63
2022-12-08 08:00:00,152.5,71
2022-12-08 08:00:00,3.5,75
2022-12-08 08:00:00,6.0,76
2022-12-08 08:00:00,4.0,202
2022-12-08 12:00:00,30.0,42
2022-12-08 12:00:00,284.5,49
2022-12-08 12:00:00,171.0,52
2022-12-08 12:00:00,187.0,54
2022-12-08 12:00:00,22.5,58
2022-12-08 12:00:00,188.5,59
2022-12-08 12:00:00,216.0,61
2022-12-08 12:00:00,16.0,62
2022-12-08 12:00:00,9.0,63
2022-12-08 12:00:00,152.5,71
2022-12-08 12:00:00,3.5,75
2022-12-08 12:00:00,6.0,76
2022-12-08 12:00:00,10.5,202
2022-12-08 16:00:00,17.0,42
2022-12-08 16:00:00,43.5,49
2022-12-08 16:00:00,17.0,52
2022-12-08 16:00:00,19.5,54
2022-12-08 16:00:00,22.5,58
2022-12-08 16:00:00,24.5,59
2022-12-08 16:00:00,216.0,61
2022-12-08 16:00:00,9.0,62
2022-12-08 16:00:00,9.0,63
2022-12-08 16:00:00,152.5,71
2022-12-08 16:00:00,3.5,75
2022-12-08 16:00:00,6.0,76
2022-12-08 16:00:00,10.5,202
2022-12-09 00:00:00,6.0,42
2022-12-09 00:00:00,43.5,49
2022-12-09 00:00:00,5.5,52
2022-12-09 00:00:00,6.5,54
2022-12-09 00:00:00,11.5,58
2022-12-09 00:00:00,8.5,59
2022-12-09 00:00:00,14.0,61
2022-12-09 00:00:00,9.0,62
2022-12-09 00:00:00,9.0,63
2022-12-09 00:00:00,11.0,71
2022-12-09 00:00:00,3.5,75
2022-12-09 00:00:00,11.0,76
2022-12-09 00:00:00,4.0,202
2022-12-09 08:00:00,6.0,42
2022-12-09 08:00:00,43.5,49
2022-12-09 08:00:00,5.5,52
2022-12-09 08:00:00,6.5,54
2022-12-09 08:00:00,11.5,58
2022-12-09 08:00:00,8.5,59
2022-12-09 08:00:00,14.0,61
2022-12-09 08:00:00,3.0,62
2022-12-09 08:00:00,3.0,63
2022-12-09 08:00:00,11.0,71
2022-12-09 08:00:00,3.5,75
2022-12-09 08:00:00,6.0,76
2022-12-09 08:00:00,4.0,202
2022-12-09 12:00:00,30.0,42
2022-12-09 12:00:00,43.5,49
2022-12-09 12:00:00,171.0,52
2022-12-09 12:00:00,187.0,54
2022-12-09 12:00:00,11.5,58
2022-12-09 12:00:00,24.5,59
2022-12-09 12:00:00,14.0,61
2022-12-09 12:00:00,9.0,62
2022-12-09 12:00:00,9.0,63
2022-12-09 12:00:00,11.0,71
2022-12-09 12:00:00,3.5,75
2022-12-09 12:00:00,6.0,76
2022-12-09 12:00:00,4.0,202
2022-12-09 16:00:00,17.0,42
2022-12-09 16:00:00,14.0,49
2022-12-09 16:00:00,5.5,52
2022-12-09 16:00:00,19.5,54
2022-12-09 16:00:00,11.5,58
2022-12-09 16:00:00,8.5,59
2022-12-09 16:00:00,14.0,61
2022-12-09 16:00:00,9.0,62
2022-12-09 16:00:00,9.0,63
2022-12-09 16:00:00,11.0,71
2022-12-09 16:00:00,3.5,75
2022-12-09 16:00:00,2.0,76
2022-12-09 16:00:00,4.0,202
2022-12-10 00:00:00,17.0,42
2022-12-10 00:00:00,284.5,49
2022-12-10 00:00:00,5.5,52
2022-12-10 00:00:00,6.5,54
2022-12-10 00:00:00,11.5,58
2022-12-10 00:00:00,8.5,59
2022-12-10 00:00:00,37.5,61
2022-12-10 00:00:00,9.0,62
2022-12-10 00:00:00,9.0,63
2022-12-10 00:00:00,152.5,71
2022-12-10 00:00:00,3.5,75
2022-12-10 00:00:00,48.5,76
2022-12-10 00:00:00,10.5,202
2022-12-10 08:00:00,17.0,42
2022-12-10 08:00:00,284.5,49
2022-12-10 08:00:00,17.0,52
2022-12-10 08:00:00,6.5,54
2022-12-10 08:00:00,11.5,58
2022-12-10 08:00:00,24.5,59
2022-12-10 08:00:00,37.5,61
2022-12-10 08:00:00,16.0,62
2022-12-10 08:00:00,9.0,63
2022-12-10 08:00:00,152.5,71
2022-12-10 08:00:00,3.5,75
2022-12-10 08:00:00,6.0,76
2022-12-10 08:00:00,17.0,202
2022-12-10 12:00:00,30.0,42
2022-12-10 12:00:00,79.0,49
2022-12-10 12:00:00,171.0,52
2022-12-10 12:00:00,187.0,54
2022-12-10 12:00:00,11.5,58
2022-12-10 12:00:00,46.0,59
2022-12-10 12:00:00,37.5,61
2022-12-10 12:00:00,16.0,62
2022-12-10 12:00:00,9.0,63
2022-12-10 12:00:00,152.5,71
2022-12-10 12:00:00,3.5,75
2022-12-10 12:00:00,6.0,76
2022-12-10 12:00:00,17.0,202
2022-12-10 16:00:00,17.0,42
2022-12-10 16:00:00,43.5,49
2022-12-10 16:00:00,35.5,52
2022-12-10 16:00:00,19.5,54
2022-12-10 16:00:00,11.5,58
2022-12-10 16:00:00,24.5,59
2022-12-10 16:00:00,37.5,61
2022-12-10 16:00:00,9.0,62
2022-12-10 16:00:00,9.0,63
2022-12-10 16:00:00,48.0,71
2022-12-10 16:00:00,3.5,75
2022-12-10 16:00:00,6.0,76
2022-12-10 16:00:00,70.5,202
2022-12-11 00:00:00,17.0,42
2022-12-11 00:00:00,79.0,49
2022-12-11 00:00:00,5.5,52
2022-12-11 00:00:00,6.5,54
2022-12-11 00:00:00,11.5,58
2022-12-11 00:00:00,8.5,59
2022-12-11 00:00:00,14.0,61
2022-12-11 00:00:00,9.0,62
2022-12-11 00:00:00,9.0,63
2022-12-11 00:00:00,152.5,71
2022-12-11 00:00:00,3.5,75
2022-12-11 00:00:00,11.0,76
2022-12-11 00:00:00,10.5,202
2022-12-11 08:00:00,17.0,42
2022-12-11 08:00:00,284.5,49
2022-12-11 08:00:00,17.0,52
2022-12-11 08:00:00,6.5,54
2022-12-11 08:00:00,11.5,58
2022-12-11 08:00:00,24.5,59
2022-12-11 08:00:00,14.0,61
2022-12-11 08:00:00,16.0,62
2022-12-11 08:00:00,9.0,63
2022-12-11 08:00:00,152.5,71
2022-12-11 08:00:00,3.5,75
2022-12-11 08:00:00,6.0,76
2022-12-11 08:00:00,70.5,202
2022-12-11 12:00:00,30.0,42
2022-12-11 12:00:00,43.5,49
2022-12-11 12:00:00,171.0,52
2022-12-11 12:00:00,187.0,54
2022-12-11 12:00:00,22.5,58
2022-12-11 12:00:00,188.5,59
2022-12-11 12:00:00,14.0,61
2022-12-11 12:00:00,16.0,62
2022-12-11 12:00:00,9.0,63
2022-12-11 12:00:00,152.5,71
2022-12-11 12:00:00,3.5,75
2022-12-11 12:00:00,6.0,76
2022-12-11 12:00:00,70.5,202
2022-12-11 16:00:00,17.0,42
2022-12-11 16:00:00,43.5,49
2022-12-11 16:00:00,35.5,52
2022-12-11 16:00:00,19.5,54
2022-12-11 16:00:00,22.5,58
2022-12-11 16:00:00,46.0,59
2022-12-11 16:00:00,14.0,61
2022-12-11 16:00:00,9.0,62
2022-12-11 16:00:00,9.0,63
2022-12-11 16:00:00,48.0,71
2022-12-11 16:00:00,3.5,75
2022-12-11 16:00:00,6.0,76
2022-12-11 16:00:00,70.5,202
2022-12-12 00:00:00,6.0,42
2022-12-12 00:00:00,43.5,49
2022-12-12 00:00:00,5.5,52
2022-12-12 00:00:00,6.5,54
2022-12-12 00:00:00,11.5,58
2022-12-12 00:00:00,8.5,59
2022-12-12 00:00:00,14.0,61
2022-12-12 00:00:00,9.0,62
2022-12-12 00:00:00,9.0,63
2022-12-12 00:00:00,11.0,71
2022-12-12 00:00:00,3.5,75
2022-12-12 00:00:00,6.0,76
2022-12-12 00:00:00,4.0,202
2022-12-12 08:00:00,17.0,42
2022-12-12 08:00:00,79.0,49
2022-12-12 08:00:00,5.5,52
2022-12-12 08:00:00,6.5,54
2022-12-12 08:00:00,11.5,58
2022-12-12 08:00:00,8.5,59
2022-12-12 08:00:00,14.0,61
2022-12-12 08:00:00,9.0,62
2022-12-12 08:00:00,9.0,63
2022-12-12 08:00:00,11.0,71
2022-12-12 08:00:00,3.5,75
2022-12-12 08:00:00,6.0,76
2022-12-12 08:00:00,4.0,202
2022-12-12 12:00:00,30.0,42
2022-12-12 12:00:00,43.5,49
2022-12-12 12:00:00,171.0,52
2022-12-12 12:00:00,187.0,54
2022-12-12 12:00:00,11.5,58
2022-12-12 12:00:00,24.5,59
2022-12-12 12:00:00,14.0,61
2022-12-12 12:00:00,9.0,62
2022-12-12 12:00:00,9.0,63
2022-12-12 12:00:00,11.0,71
2022-12-12 12:00:00,3.5,75
2022-12-12 12:00:00,6.0,76
2022-12-12 12:00:00,4.0,202
2022-12-12 16:00:00,17.0,42
2022-12-12 16:00:00,14.0,49
2022-12-12 16:00:00,5.5,52
2022-12-12 16:00:00,19.5,54
2022-12-12 16:00:00,11.5,58
2022-12-12 16:00:00,8.5,59
2022-12-12 16:00:00,14.0,61
2022-12-12 16:00:00,9.0,62
2022-12-12 16:00:00,9.0,63
2022-12-12 16:00:00,11.0,71
2022-12-12 16:00:00,3.5,75
2022-12-12 16:00:00,2.0,76
2022-12-12 16:00:00,4.0,202
2022-12-13 00:00:00,6.0,42
2022-12-13 00:00:00,43.5,49
2022-12-13 00:00:00,5.5,52
2022-12-13 00:00:00,6.5,54
2022-12-13 00:00:00,4.0,58
2022-12-13 00:00:00,8.5,59
2022-12-13 00:00:00,14.0,61
2022-12-13 00:00:00,9.0,62
2022-12-13 00:00:00,9.0,63
2022-12-13 00:00:00,11.0,71
2022-12-13 00:00:00,3.5,75
2022-12-13 00:00:00,6.0,76
2022-12-13 00:00:00,4.0,202
2022-12-13 08:00:00,17.0,42
